clip_id,group_idx,clip_name,matched_events,matched_keywords,similarity,local_desc,mp4_path,json_path,label
ULTDmEW6,2,IM_2,goal,goal:\bgoal\b,0.743,"And it's Serge Aurier. Good ball in, it's another goal. And who else on Derby Day but Harry Kane?",/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_2_v1.json,
ULTDmEW6,2,IM_3,goal,goal:\bback of the net\b,0.994,"The ball's changed out here to Aurier. It's a wonderful cross but he points, look where he wants it. And the desire to get across with defence and it was, as soon as it hit his head you thought it was in the back of the net.",/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_3_v1.json,
ULTDmEW6,2,IM_4,goal,"goal:\bgoal\b,\bscores?\b",0.971,"Here's Antonio, Ryan Fredericks, Haller's in the middle, coming in was Fournells, here's Robert Snodgrass and then the block mate by Sanchez from the Haller shot. Antonio shoots and scores! Well, if anybody deserves a goal for West Ham today...",/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_4_v1.json,
ULTDmEW6,2,IM_5,goal,goal:\bgoal\b,0.968,"You think Spurs have averted it. Little cutback. But this is a wonderful goal from Antonio. Little ball. He's going for a one-two, Mark Noble. Just lets it run across his body.",/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_5_v1.json,
UcZVYDFH,1,IM_10,goal,goal:\bgoal\b,1.000,And still Napoli cannot find that elusive second goal.,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_10.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_10_v1.json,
UcZVYDFH,1,IM_11,goal,goal:\bgoal\b,0.813,"Kallidi, Koulibaly. No stranger to a headed goal in Turin. This time he was denied by Sirigu.",/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_11_v1.json,
UcZVYDFH,1,IM_12,goal,goal:\bgoal\b,0.981,"Napoli just drawing Torino out, using the ball while at the back, and then somebody like Verdi in this case just slips away from his man. Mertens will go first, back into Verdi, it is a brilliant, brilliant team goal from Mertens.",/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_12.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_12_v1.json,
UcZVYDFH,1,IM_13,goal,goal:\bgoal\b,0.965,This is his first goal in Napoli colours.,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_13.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_13_v1.json,
UcZVYDFH,1,IM_15,goal,goal:\bgoal\b,0.953,"He's the only man there, has Berenguer to his right. He's going to strike it at goal. He's always a little bit too high though. And the parade of noise.",/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_15.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_15_v1.json,
UcZVYDFH,1,IM_4,goal,goal:\bscores?\b,0.776,"But you have to say, Muretti's clearance is soft, it's right against his centre-back partner, Uncullo. And Insigne, he's finished it emphatically, but he would have expected to score.",/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_4_v1.json,
UcZVYDFH,2,IM_8,goal,goal:\bgoal\b,0.918,He gets his second of the game. Napoli have gone on the counter-attack and restore their two-goal advantage.,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/2/IM_8.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/2/IM_8_v1.json,
W0KvTtjG,1,IM_5,goal,goal:\bgoal\b,0.870,"And this one today, but he does really well. As in, he come back onto his right foot and open the goal.",/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/important-moments/1/IM_5_v1.json,
W0KvTtjG,2,IM_4,goal,goal:\bgoal\b,0.997,But what a goal it is. Let's have a look. He looks offside.,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/important-moments/2/IM_4_v1.json,
W0KvTtjG,2,IM_7,goal,goal:\bgoal\b,0.959,"They've been well in the game, they're still in the game now of course. Actually, Chamberlain, Sammy Omade in the pool looking for the killer goal. Here's Origi, Salah, oh brilliant! What about that? As cheeky as you like from most...",/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/important-moments/2/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/important-moments/2/IM_7_v1.json,
WMXiUm8r,1,IM_5,goal,goal:\bgoal\b,0.780,Here's the corner. Would have been an own goal and the second one hits the crossbar. What a chance that was for Hattie Ball.,/home/eboccaletti/thesis_project/data/MOMENTS/WMXiUm8r/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/WMXiUm8r/important-moments/1/IM_5_v1.json,
Yemnqwk0,1,IM_2,goal,"goal:\bgoal\b,\bscored\b",0.988,"Sustakolme, the Nigerian, closed down. It's really giving away again the dangerous area by Udinese. It has been given away now by Fofana. This is Fabian Ruiz, who's gone for a curler and scored a superb goal. What a strike that was. By the sub with his right foot. Lovely curled ball. He looks lively. He's a left-footed player, but my word, he picked his angle perfectly. He placed it nicely and just curved the ball. Angelotti always won for a kind of a low celebration.",/home/eboccaletti/thesis_project/data/MOMENTS/Yemnqwk0/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Yemnqwk0/important-moments/1/IM_2_v1.json,
Yemnqwk0,1,IM_3,goal,goal:\bgoal\b,0.997,"Angelotti always won for a kind of a low celebration. Superb goal. All came after some poor defensive play, I have to say, particularly by Thrustekong, the centre-back. That will put the cat among the pigeons now. Wonderful goal. And his first goal there for Napoli. One to remember.",/home/eboccaletti/thesis_project/data/MOMENTS/Yemnqwk0/important-moments/1/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Yemnqwk0/important-moments/1/IM_3_v1.json,
Yemnqwk0,2,IM_1,goal,goal:\bgoal\b,0.696,So away we go Wentz again. Napoli one goal up.,/home/eboccaletti/thesis_project/data/MOMENTS/Yemnqwk0/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Yemnqwk0/important-moments/2/IM_1_v1.json,
Yo4Xirtq,2,IM_1,goal,"goal:\bgoal\b,\bscored\b",0.986,"Although as always Hudson-Odoi's out there as a short option. Headed away by Scottran Mustafi for Arsenal, now the counter-attacks on. Led by the speedy Martinelli and his Indicus Kante fell over and he might go all the way. It's Martinelli and he's scored. What composure from the teenager. It's a goal against the run of play for Arsenal.",/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_1_v1.json,
Yo4Xirtq,2,IM_5,goal,goal:\bgoal\b,0.954,"He's travelling into the area anyway so he's up and about. What a short Chelsea, corner high, squeezed in, it has been a quarter. When Chelsea needed him, the captain steps up with the goal. Chelsea 2, Arsenal 1. It was a bit of a mess this split because Tammy Abraham's in the offside position.",/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_5_v1.json,
Yo4Xirtq,2,IM_7,goal,goal:\bscored\b,0.960,"Saka, Lucas Torreira, there's Bellerin. A chance to hit, but he's left, but oh he's scored! Hits of Bellerin for Arsenal! What drama at Stamford Bridge! Bellerin's first appearance since the 5th of December.",/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_7_v1.json,
bBW7eQ6s,1,IM_2,goal,goal:\bgoal\b,0.958,"They've got the craft and guile to find a way past this Atalanta back line. Here's Alfred Duncan, lovely layoff, oh and it's a goal and it's put away by Berardi for Sassuolo.",/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/1/IM_2_v1.json,
bBW7eQ6s,1,IM_7,goal,"goal:\bgoal\b,\bscored\b",0.903,"Actually, Froyler trying to get back to him, not one of the centre-halves, does really well, composed, but he gets to Berardi, unfortunately Berardi is right foot, yes, he scored the first goal with it, but not his favourite one, even so, a good attempt, going on target.",/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/1/IM_7_v1.json,
bBW7eQ6s,2,IM_2,goal,goal:\bback of the net\b,0.992,Back with Palomino. Happy to leave it to Gomez. Just dropping off to collect possession. Ilicic. All hands on deck here for Sassuolo. Ilicic brings the save. Gomez is there. It's a delightful little chip. And Papu Gomez finds the back of the net and Atalanta have the lead that they've craved.,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/2/IM_2_v1.json,
bBW7eQ6s,2,IM_3,goal,goal:\bback of the net\b,0.982,And Papu Gomez finds the back of the net and Atalanta have the lead that they've craved. And the Champions League has just got a little bit...,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/2/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/2/IM_3_v1.json,
bBW7eQ6s,2,IM_5,goal,goal:\bgoal\b,0.863,"He's a mixture of decisiveness and good timing. Layoff from Remo Freuler, collected now by Gomez. Still wriggling free from Magnanelli. Chance at the far post! It's the third goal! Mario Pazalic for Atalanta!",/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/2/IM_5_v1.json,
bZhxz4I5,1,IM_9,goal,goal:\bgoal\b,0.929,And it's Zapata and Gomez are the dream duo for Ladea. Brilliant work from Zapata to find Alejandro Gomez. And from a very similar position to the opening goal.,/home/eboccaletti/thesis_project/data/MOMENTS/bZhxz4I5/important-moments/1/IM_9.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bZhxz4I5/important-moments/1/IM_9_v1.json,
bZhxz4I5,2,IM_3,goal,goal:\bgoal\b,0.806,It's a fine goal. Robin Gosens started it and he finished it.,/home/eboccaletti/thesis_project/data/MOMENTS/bZhxz4I5/important-moments/2/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bZhxz4I5/important-moments/2/IM_3_v1.json,
bevos1dM,1,IM_11,goal,goal:\bgoal\b,0.987,"Fabulous, fabulous goal it really is, but great movement from the opposite winger. That's what you want from your wing play.",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/1/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/1/IM_11_v1.json,
bevos1dM,1,IM_5,goal,goal:\bgoal\b,0.876,"1-1. How calm is Jorginho? Never phased, pressure moment, stroked it into the goal.",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/1/IM_5_v1.json,
bevos1dM,1,IM_9,goal,goal:\bgoal\b,0.961,"David Neres, Hakim Ziyech. It's a good ball as well, it's a good goal. Superbly steered in by Quincy Promise, who had one disallowed in the first game, but there's no stopping that. Another fantastic ball into the Chelsea box.",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/1/IM_9.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/1/IM_9_v1.json,
bevos1dM,2,IM_16,goal,goal:\bgoal\b,0.959,"He only goes one way, plays it the other side and now, the most important thing now is getting that fourth goal.",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_16.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_16_v1.json,
bevos1dM,2,IM_18,goal,goal:\bit's in\b,0.512,"Rhys James across, Tali Yuffico in the block, Chelsea corner. You're gonna see both full-backs flying forward for Chelsea now, they can take that chance, get as high as they can. A little overlaps that causes them problems. William now to take the corner. The heads are back off the bar. It's in now! It's Rhys James off the bench, the 19-year-old! What a major step for Tredge! Unbelievable! And the teenager, Frank Lampard, has so much faith in and repaid it in the Champions League. Chelsea 4, Ajax 4. What a finish for him.",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_18.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_18_v1.json,
bevos1dM,2,IM_5,goal,"goal:\bscores?\b,\bscored\b",0.876,"Pass. Now David Neres for Ajax. It's Amore's tackle, and it goes to Donny van der Beek with a chance, and he scores! Well, the last time Donny van der Beek came to London, he scored against Tottenham in a Champions League semi.",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_5_v1.json,
bevos1dM,2,IM_8,goal,goal:\bit's in\b,0.885,"Kometic puts out Hudson-Odoi. Nicely weighted ball to Willian. And it's Christian Pulisic into the danger area, it's in! Well, that's for the quota might have got the final...",/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_8.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/important-moments/2/IM_8_v1.json,
bi8eCfVa,1,IM_1,goal,"goal:\bgoal\b,\bit's in\b",0.959,"It's Alain for Napoli. Callejon. Oh, that's a good ball. Malkui here can lay it square. And it's in. It's a lovely goal. Merchant's flicked it in. But the pass into Malkui was absolutely perfect inside the full-back.",/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/1/IM_1_v1.json,
bi8eCfVa,2,IM_4,goal,goal:\bscores?\b,0.847,"No, here's Ilicic, Hacabar in behind. Zapata, that's it! Zapata scores against his former club.",/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/2/IM_4_v1.json,
bi8eCfVa,2,IM_5,goal,goal:\bgoal\b,0.989,"And there's Zapata, who to be fair has threatened the goal all afternoon.",/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/2/IM_5_v1.json,
bi8eCfVa,2,IM_8,goal,goal:\bgoal\b,0.980,"Here's danger, Zapata, can he finish? No, but he can set up the winning goal for Pasalic.",/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/2/IM_8.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bi8eCfVa/important-moments/2/IM_8_v1.json,
bks0kqIh,1,IM_10,goal,goal:\bgoal\b,0.877,"Well, the midway point, should we say, of the 2017-18 season, back in January 2018. Through towards Kluivert, and Dzeko is nearly there. Instead, it's a long goal. It didn't reach the boss.",/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/1/IM_10.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/1/IM_10_v1.json,
bks0kqIh,2,IM_4,goal,goal:\bgoal\b,0.980,Unable to link up with Nandes. Just that touch there from Chippy Tenley nearly had a second home goal in the afternoon.,/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/2/IM_4_v1.json,
bks0kqIh,2,IM_7,goal,goal:\bit's in\b,0.859,Santon towards Jacob and down for Kalinic! It's in! Roma have a winner!,/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/2/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/2/IM_7_v1.json,
d6KTKRH2,2,IM_1,goal,goal:\bgoal\b,1.000,Milan get us underway in the second half with that goal advantage given to them by Christoph Piontek.,/home/eboccaletti/thesis_project/data/MOMENTS/d6KTKRH2/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/d6KTKRH2/important-moments/2/IM_1_v1.json,
dKZ3Hnnt,1,IM_2,goal,goal:\bgoal\b,0.776,"Mope, invited to run on and on, and by Trosser! Beautiful goal for Brighton, made by Mope, finished by Trosser.",/home/eboccaletti/thesis_project/data/MOMENTS/dKZ3Hnnt/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dKZ3Hnnt/important-moments/1/IM_2_v1.json,
dOs14Ugm,1,IM_1,goal,goal:\bscores?\b,1.000,"Rodri, Gundogan, sneak through, dangerous here. Wow, big chance that for Gabriel Jesus, expected to score really from that range.",/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/1/IM_1_v1.json,
dOs14Ugm,1,IM_6,goal,goal:\bgoal\b,0.620,It's a throw and it's 2-0. It's a beautiful Manchester City goal. Ilkay Gundogan with the finish.,/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/1/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/1/IM_6_v1.json,
dOs14Ugm,1,IM_7,goal,"goal:\bgoal\b,\bscores?\b",0.738,"Who's shot hit the post, allowing Riyad Mahrez to tuck on the rebound for goal number one. Scores himself a goal.",/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/1/IM_7_v1.json,
dOs14Ugm,2,IM_5,goal,goal:\bgoal\b,0.701,"Tyson. Marcus Antonio infield. It's a good sight of goal for Marlos, maybe. Ottomendi strongly into the challenge. That header from Stepanenko's Cup 2. De Bruyne are in real bother here. De Bruyne plays it through to Gabriel Jesus. 3-0.",/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dOs14Ugm/important-moments/2/IM_5_v1.json,
dSLaBHOD,2,IM_4,goal,goal:\bgoal\b,0.998,"Well, these are live pictures which have been looked at by Andrew Madley and the VAR team. No goal, remains 1-0. Well, the celebrations are stopped for the West Ham United supporters.",/home/eboccaletti/thesis_project/data/MOMENTS/dSLaBHOD/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dSLaBHOD/important-moments/2/IM_4_v1.json,
dbbAV6hn,1,IM_11,goal,goal:\bscores?\b,0.796,"Played a good ball into Dakar there who did well to get around Joe Gomez to find room for the shot but then the shot wasn't up to what had gone before. Hwangi Chan here, good feet, Hwangi Chan scores! Excellent footwork!",/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/1/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/1/IM_11_v1.json,
dbbAV6hn,2,IM_15,goal,goal:\bputs? it (away|in)\b,0.790,"Alexander is going to take this to the near post. Oh, I say money. Any touch surely would have put it in the net.",/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/2/IM_15.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/2/IM_15_v1.json,
dbbAV6hn,2,IM_5,goal,"goal:\bgoal\b,\bit's in\b",0.993,"It's a very open second half with both sides going for it. Good defending by Rasmus Christensen to deny Sadio Mane a second. It's a free kick to Salzburg, taken by Sobosai. Quang-Hee Chan, Patson Daka in the middle, it's a great ball and it's in from Minamino! It's 3-2! What a brilliant goal!",/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/2/IM_5_v1.json,
dbbAV6hn,2,IM_6,goal,goal:\bgoal\b,1.000,They are right back in this. Wonderful goal. Jurgen Klopp can't believe what he's seeing.,/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/dbbAV6hn/important-moments/2/IM_6_v1.json,
fN94DUin,1,IM_4,goal,goal:\bgoal\b,0.918,Kadir got a shot in and denied by the frame with a goal.,/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/1/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/1/IM_4_v1.json,
fN94DUin,1,IM_5,goal,goal:\bgoal\b,0.672,"Mandzukic, you always see the idea that a back heel towards Ronaldo, the execution not quite right though. Kadira, Doktor Kosta, Sami Kadira, Matuidi feeding Ronaldo who lost his footing but still gets the goal.",/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/1/IM_5_v1.json,
fN94DUin,2,IM_11,goal,goal:\bit's in\b,0.971,"28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in!",/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/2/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/2/IM_11_v1.json,
fN94DUin,2,IM_16,goal,goal:\bit's in\b,0.870,"The ball in towards Inglésie, the angles very tight, the cutback was good! It's in! 3-3! It's Jovino right at the death and Palmer maybe will pinch a point in Chirin!",/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/2/IM_16.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/2/IM_16_v1.json,
fN94DUin,2,IM_1,goal,goal:\bgoal\b,0.732,"So Juventus with the one goal leaders, Palmer get the game going once more.",/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fN94DUin/important-moments/2/IM_1_v1.json,
fai0rRnE,1,IM_2,goal,goal:\bgoal\b,0.943,comes back to Dybala very very tightly congested. Alexandro coming from Mandzukic. She barely mentioned Mandzukic's name and then that was a decent effort. Whistle past the post from Emre Can. Almost marked his full debut with his first Juve goal. I've certainly seen him come on a couple of times as a substitute.,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_2_v1.json,
fai0rRnE,1,IM_3,goal,goal:\bgoal\b,0.898,"I've certainly seen him come on a couple of times as a substitute. He's done particularly well, but this time he does get a start and wouldn't he like a goal? Decent effort as well. Certainly, I think conciliate.",/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_3_v1.json,
fai0rRnE,1,IM_7,goal,goal:\bgoal\b,0.825,"In Ray Chan, now Cancelo. Good ball from Cancelo, oh brilliant save, would have been a bizarre own goal from Lirola.",/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_7_v1.json,
fai0rRnE,1,IM_8,goal,goal:\bgoal\b,0.625,One goal from Lirola. Ronaldo. A couple of step overs. It's a decent hit. Fizz past the post from Emerson.,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_8.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_8_v1.json,
fai0rRnE,1,IM_9,goal,goal:\bgoal\b,0.909,Certainly Juventus now getting the balls into great Portland from Cancelo. And the fullback there goes with his wrong foot. He should clear it with his left. He tries with his right and how can Cillia in the goal has saved?,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_9.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/1/IM_9_v1.json,
fai0rRnE,2,IM_10,goal,goal:\bgoal\b,0.811,"It's a great break. It's four on two. Juventus just streaming forward. Sassuolo, do they go left or do they go right? Chan playing to the great man and after that, calm as you like. Hard and low across the keeper. Concily, absolutely no chance. It's an excellent goal. That's what everyone came to do.",/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/2/IM_10.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/2/IM_10_v1.json,
fai0rRnE,2,IM_11,goal,goal:\bscores?\b,0.960,"I don't know who's going to be number one at all, but he's played certainly even today. That save from Duncan he made. And Sassuolo to score here. Francesco takes a tumble. Back into Babacar. And Sassuolo are back in the game.",/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/2/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/2/IM_11_v1.json,
fai0rRnE,2,IM_12,goal,goal:\bputs? it (away|in)\b,0.966,"That should be a red. Eventually when the ball does come in, well, I said just get the ball in there. You've got two big guys in there. Why not put it in?",/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/2/IM_12.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/fai0rRnE/important-moments/2/IM_12_v1.json,
hK46TwNp,1,IM_11,goal,goal:\bgoal\b,0.942,"Now the fans behind the goal and by Torreira. He's not out of the wood yet. Lacazette going in, Hamilton Sanchez does well. Arsenal still with numbers forward. Lacazette is one of them and he doesn't miss. They've got the goal back in added time. Handball and off doesn't matter because Alex Lacazette has buried that one.",/home/eboccaletti/thesis_project/data/MOMENTS/hK46TwNp/important-moments/1/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/hK46TwNp/important-moments/1/IM_11_v1.json,
hK46TwNp,1,IM_1,goal,goal:\bgoal\b,0.941,"In these early parts. Passed on by Kane, collected by Son. And he makes a bit of space for himself cleverly. Puts it through to Lamella, it's on his weaker foot. Oh, but it's an absolute gift for Christian Eriksen, who gets his 50th Premier League goal.",/home/eboccaletti/thesis_project/data/MOMENTS/hK46TwNp/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/hK46TwNp/important-moments/1/IM_1_v1.json,
hK46TwNp,2,IM_2,goal,goal:\bscored\b,0.701,Maybe Laka... Aubameyang coming in behind would have scored. This is the low... Shot and save from Ruiz.,/home/eboccaletti/thesis_project/data/MOMENTS/hK46TwNp/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/hK46TwNp/important-moments/2/IM_2_v1.json,
